from,to,time,message
24,27,2017-04-01T02:26:39+09:00,"Now, witness the power of this fully operational battle station. Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together."
27,24,2017-04-21T12:44:14+09:00,"It's not impossible. I used to bullseye womp rats in my T-16 back home, they're not much bigger than two meters."
24,27,2017-05-11T17:24:01+09:00,"Sometimes science is a lot more art, than science. A lot of people don't get that. No reward is worth this."
27,24,2017-05-22T21:57:34+09:00,"You'll find I'm full of surprises! Now, witness the power of this fully operational battle station."
27,24,2017-05-24T20:14:43+09:00,Yo! What up my glip glops! That is why you fail.
27,24,2017-04-23T14:00:40+09:00,"That is why you fail. It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal."
24,27,2017-05-14T16:39:04+09:00,I'm the devil. What should I do when I fail? Give myself an ice cream? Wars not make one great.
24,27,2017-04-20T13:19:42+09:00,"Who's the more foolish; the fool, or the fool who follows him? I like what you got."
24,27,2017-05-02T04:37:02+09:00,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together."
24,27,2017-04-09T17:21:30+09:00,I don't get it and I don't need to.
27,24,2017-04-16T05:33:45+09:00,"If you're saying that coming here was a bad idea, I'm starting to agree with you. You're our boy dog, don't even trip. Pluto's a planet."
27,24,2017-05-01T12:08:27+09:00,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later. Bounty hunters! We don't need this scum. Aw, c'mon Rick. That doesn't seem so bad."
24,27,2017-04-24T21:54:22+09:00,"You will never find a more wretched hive of scum and villainy. We must be cautious. Sometimes science is a lot more art, than science. A lot of people don't get that."
24,27,2017-05-19T12:15:56+09:00,Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering.
27,24,2017-05-04T19:22:05+09:00,"Now, witness the power of this fully operational battle station. I have a bad feeling about this."
24,27,2017-04-30T15:28:20+09:00,Don’t even trip dawg.
27,24,2017-05-06T23:56:49+09:00,"Well, you said you wanted to be around when I made a mistake."
24,27,2017-04-27T11:27:05+09:00,He's not a hot girl. He can't just bail on his life and set up shop in someone else's. Adventure. Excitement. A Jedi craves not these things.
27,24,2017-04-22T02:50:08+09:00,"You are unwise to lower your defenses! Judge me by my size, do you? Never tell me the odds!"
27,24,2017-04-05T22:16:29+09:00,Would somebody get this big walking carpet out of my way? Pluto's a planet.
24,27,2017-04-26T12:36:51+09:00,Yo! What up my glip glops! I have a bad feeling about this.
27,24,2017-05-19T15:48:13+09:00,HI! I'M MR MEESEEKS! LOOK AT ME!
24,27,2017-04-19T13:49:04+09:00,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together. That is why you fail. Sometimes science is a lot more art, than science. A lot of people don't get that."
24,27,2017-04-04T15:51:47+09:00,You will never find a more wretched hive of scum and villainy. We must be cautious.
24,27,2017-05-07T16:58:21+09:00,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white."
27,24,2017-05-16T14:08:23+09:00,"Wars not make one great. This isn't Game of Thrones, Morty."
24,27,2017-04-17T02:34:56+09:00,"Sometimes science is a lot more art, than science. A lot of people don't get that."
24,27,2017-05-20T06:36:03+09:00,"Sometimes science is a lot more art, than science. A lot of people don't get that."
24,27,2017-05-28T03:40:38+09:00,"You're like Hitler, except...Hitler cared about Germany, or something."
27,24,2017-05-27T13:02:25+09:00,"Ohh yea, you gotta get schwifty."
24,27,2017-04-12T15:09:30+09:00,"Shut him up or shut him down. It's not impossible. I used to bullseye womp rats in my T-16 back home, they're not much bigger than two meters. Aw, c'mon Rick. That doesn't seem so bad."
27,24,2017-04-16T16:22:32+09:00,Adventure. Excitement. A Jedi craves not these things.
24,27,2017-04-02T05:56:18+09:00,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white."
27,24,2017-04-08T10:13:25+09:00,"Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering. Well, you said you wanted to be around when I made a mistake."
24,27,2017-05-23T23:04:34+09:00,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain. Don’t even trip dawg."
24,27,2017-04-27T13:47:12+09:00,Yo! What up my glip glops! Bounty hunters! We don't need this scum.
24,27,2017-05-20T04:20:54+09:00,Would somebody get this big walking carpet out of my way?
24,28,2017-05-09T13:21:31+09:00,"You know, that little droid is going to cause me a lot of trouble. Strike me down, and I will become more powerful than you could possibly imagine."
24,28,2017-04-08T10:44:45+09:00,"Ohh yea, you gotta get schwifty."
24,28,2017-05-28T07:31:13+09:00,"Now, witness the power of this fully operational battle station. Adventure. Excitement. A Jedi craves not these things. Judge me by my size, do you?"
24,28,2017-05-24T10:04:47+09:00,"You know, that little droid is going to cause me a lot of trouble. Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?"
28,24,2017-04-24T05:14:43+09:00,You'll find I'm full of surprises! Adventure. Excitement. A Jedi craves not these things.
28,24,2017-05-20T08:29:20+09:00,"Only at the end do you realize the power of the Dark Side. It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal. You do have your moments. Not many, but you have them."
28,24,2017-05-07T22:19:30+09:00,"Bounty hunters! We don't need this scum. I don't get it and I don't need to. Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together."
24,28,2017-04-24T14:17:04+09:00,"A Jedi uses the Force for knowledge and defense, never for attack. Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain."
28,24,2017-03-31T10:54:14+09:00,"Who's the more foolish; the fool, or the fool who follows him? Aww, gee, you got me there Rick. He's not a hot girl. He can't just bail on his life and set up shop in someone else's."
28,24,2017-05-01T01:49:47+09:00,I'm the devil. What should I do when I fail? Give myself an ice cream? You are unwise to lower your defenses!
24,28,2017-05-17T05:45:06+09:00,I have a bad feeling about this.
24,28,2017-04-05T04:19:47+09:00,"Ohh yea, you gotta get schwifty."
24,28,2017-04-24T13:02:32+09:00,"This isn't Game of Thrones, Morty. You're like Hitler, except...Hitler cared about Germany, or something. Aren't you a little short for a Stormtrooper?"
24,28,2017-05-14T22:24:48+09:00,"Aw, c'mon Rick. That doesn't seem so bad. Aren't you a little short for a Stormtrooper?"
24,28,2017-05-19T02:35:53+09:00,I find your lack of faith disturbing.
24,28,2017-05-26T02:43:20+09:00,"Hello Jerry, come to rub my face in urine again? You are unwise to lower your defenses! Shut him up or shut him down."
28,24,2017-05-17T10:42:20+09:00,"You are unwise to lower your defenses! Ohh yea, you gotta get schwifty."
28,24,2017-05-20T02:31:03+09:00,"Yo! What up my glip glops! R2-D2, you know better than to trust a strange computer!"
24,28,2017-04-03T11:49:17+09:00,Pluto's a planet. Aren't you a little short for a Stormtrooper? HI! I'M MR MEESEEKS! LOOK AT ME!
24,28,2017-05-05T07:37:47+09:00,"Aw, c'mon Rick. That doesn't seem so bad. You're our boy dog, don't even trip."
28,24,2017-05-01T01:14:44+09:00,"That is why you fail. Aww, gee, you got me there Rick. You're like Hitler, except...Hitler cared about Germany, or something."
28,24,2017-04-27T13:42:21+09:00,"Now, witness the power of this fully operational battle station. Yo! What up my glip glops!"
26,25,2017-05-15T16:01:34+09:00,"Strike me down, and I will become more powerful than you could possibly imagine. He's not a hot girl. He can't just bail on his life and set up shop in someone else's. Sometimes science is a lot more art, than science. A lot of people don't get that."
25,26,2017-05-22T01:42:31+09:00,"If you're saying that coming here was a bad idea, I'm starting to agree with you."
25,26,2017-04-26T04:43:40+09:00,"Sometimes science is a lot more art, than science. A lot of people don't get that. You're our boy dog, don't even trip. You are unwise to lower your defenses!"
26,25,2017-04-03T19:16:28+09:00,"Well, you said you wanted to be around when I made a mistake."
26,25,2017-05-21T18:30:18+09:00,"R2-D2, you know better than to trust a strange computer! Aww, gee, you got me there Rick. Well, you said you wanted to be around when I made a mistake."
25,26,2017-04-08T12:31:06+09:00,"If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed. Now, witness the power of this fully operational battle station."
26,25,2017-04-27T13:46:57+09:00,"Pluto's a planet. Who's the more foolish; the fool, or the fool who follows him? I don't get it and I don't need to."
26,25,2017-04-08T03:02:44+09:00,Aren't you a little short for a Stormtrooper?
25,26,2017-04-22T23:17:03+09:00,"You're like Hitler, except...Hitler cared about Germany, or something. I don't get it and I don't need to. Do. Or do not. There is no try."
25,26,2017-04-02T16:01:13+09:00,"Sometimes science is a lot more art, than science. A lot of people don't get that. I'm the devil. What should I do when I fail? Give myself an ice cream? No reward is worth this."
26,25,2017-05-14T01:13:21+09:00,"Sometimes science is a lot more art, than science. A lot of people don't get that. Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?"
25,26,2017-05-27T01:09:18+09:00,"You know, that little droid is going to cause me a lot of trouble. Ohh yea, you gotta get schwifty. If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed."
26,25,2017-05-09T22:29:30+09:00,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white. You're our boy dog, don't even trip."
26,25,2017-05-26T08:23:11+09:00,HI! I'M MR MEESEEKS! LOOK AT ME! He's not a hot girl. He can't just bail on his life and set up shop in someone else's.
25,26,2017-04-23T22:53:46+09:00,"Sometimes science is a lot more art, than science. A lot of people don't get that. It's not impossible. I used to bullseye womp rats in my T-16 back home, they're not much bigger than two meters."
26,25,2017-04-12T17:55:48+09:00,I like what you got.
26,25,2017-04-13T17:54:38+09:00,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid? Judge me by my size, do you? WUBBA LUBBA DUB DUBS!!!"
26,25,2017-04-09T04:42:25+09:00,"A Jedi uses the Force for knowledge and defense, never for attack. Shut him up or shut him down. It's not impossible. I used to bullseye womp rats in my T-16 back home, they're not much bigger than two meters."
25,26,2017-04-06T02:34:42+09:00,Don’t even trip dawg.
26,25,2017-05-23T18:01:38+09:00,"If you're saying that coming here was a bad idea, I'm starting to agree with you. Truly wonderful, the mind of a child is. Would somebody get this big walking carpet out of my way?"
26,25,2017-04-28T18:32:40+09:00,"This isn't Game of Thrones, Morty. Do. Or do not. There is no try."
25,26,2017-04-12T11:35:34+09:00,"I have a bad feeling about this. He's not a hot girl. He can't just bail on his life and set up shop in someone else's. Snuffles was my slave name, you can call me snowball because my fur is pretty and white."
26,25,2017-05-15T02:20:33+09:00,"Wars not make one great. Judge me by my size, do you?"
26,25,2017-04-24T18:15:01+09:00,"Don’t even trip dawg. Sometimes science is a lot more art, than science. A lot of people don't get that."
